Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
[rnd-6_family-2941,LTR/Gypsy,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 10.]
[rnd-6_family-2015,LINE,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CA.]
[rnd-6_family-167,buffer,C(S_LTR-> i S_SSR-> i),SC(S_LTR-> Short Terminal Repeat S_SSR-> non-ltr retrotransposon),SF(),Terminal Repeat consensus length is 8.Short sequence repeated is TCA.]
[rnd-6_family-3297,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 38.]
[rnd-6_family-939,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TCAAT.]
[rnd-6_family-927,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 288.]
[rnd-6_family-837,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 22.]
[rnd-6_family-3039,DNA/PiggyBac,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CCCCC.]
[rnd-6_family-8788,LTR/Copia,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TCAAA.]
[rnd-6_family-2184,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1895,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-3667,DNA/CMC-EnSpm,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3657,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-5319,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-170,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.]
[rnd-6_family-478,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-6_family-2163,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAATG.]
[rnd-6_family-3089,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.]
[rnd-6_family-911,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1136,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.]
[rnd-6_family-4374,DNA/PiggyBac,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(H-> piggybac),TIR consensus length is 199.]
[rnd-6_family-512,LTR/Pao,C(T-> ii),SC(T-> helitron),SF(),No TSD consensus. Maximum TSD length is 12.]
[rnd-6_family-3228,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1670,RC/Helitron,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.]
[rnd-6_family-1265,DNA/MULE-MuDR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CCGGG.]
[rnd-6_family-350,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-2787,LINE/L1,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> transib),TSD consensus length is 5.TIR consensus length is 59.]
[rnd-6_family-1190,LTR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-4751,RC/Helitron,C(),SC(H-> helitron),SF(),-]
[rnd-6_family-7161,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3206,DNA/Kolobok-T2,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 12.]
[rnd-6_family-474,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-471,Unknown,C(S_TIR-> ii T-> ii S_SSR-> i),SC(S_TIR-> dna transposon T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(T-> is256/mutator/fb),TSD consensus length is 9.TIR consensus length is 49.Short sequence repeated is CC.]
[rnd-6_family-2822,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1383,DNA/hAT-Tip100,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.]
[rnd-6_family-5699,DNA,C(T-> ii S_SSR-> i),SC(T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.Short sequence repeated is GG.]
[rnd-6_family-3470,LTR/Gypsy,C(T-> i),SC(T-> non-ltr retrotransposon penelope),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 9.]
[rnd-6_family-4451,LTR,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 4.]
[rnd-6_family-4088,DNA,C(),SC(H-> dna transposon),SF(),-]
[rnd-6_family-606,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3008,LINE/RTE-BovB,C(T-> ii),SC(H-> non-ltr retrotransposon T-> helitron),SF(),Palindrome length is 10.]
[rnd-6_family-296,Unknown,C(T-> ii S_SSR-> i),SC(T-> helitron S_SSR-> non-ltr retrotransposon),SF(),Palindrome length is 12.Short sequence repeated is AA.]
[rnd-6_family-620,LTR/ERV1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 99.]
[rnd-6_family-491,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.]
[rnd-6_family-3635,LINE/Proto2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-7861,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-2736,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.]
[rnd-6_family-4622,DNA/hAT-Tip100,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.]
[rnd-6_family-117,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGTTT.]
[rnd-6_family-1850,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGTAA.]
[rnd-6_family-1362,Simple_repeat,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is CAAGT.]
[rnd-6_family-3066,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 44.]
[rnd-6_family-5530,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-13,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-]
[rnd-6_family-4284,DNA/CMC-EnSpm,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3569,DNA/CMC-EnSpm,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TT.]
[rnd-6_family-6090,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-1281,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 130.]
[rnd-6_family-1603,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAAA.]
[rnd-6_family-1367,RC/Helitron,C(S_SSR-> i),SC(H-> helitron S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-484,SINE/tRNA,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-]
[rnd-6_family-1152,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1161,buffer,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1346,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-188,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGTG.]
[rnd-6_family-7414,DNA/TcMar-Tc1,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 36.]
[rnd-6_family-3703,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-5904,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),No TSD consensus. Maximum TSD length is 2.]
[rnd-6_family-5388,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-646,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAATG.]
[rnd-6_family-2539,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3212,LTR/ERV1,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 44.]
[rnd-6_family-3802,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3472,LTR/Copia,C(T-> i),SC(T-> non-ltr retrotransposon penelope),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 9.]
[rnd-6_family-2921,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 43.]
[rnd-6_family-2856,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-2714,DNA/TcMar-Mariner,C(S_TIR-> ii),SC(H-> dna transposon S_TIR-> dna transposon),SF(),TIR consensus length is 174.]
[rnd-6_family-3934,LINE/Jockey,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-335,buffer,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.]
[rnd-6_family-1044,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3974,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-267,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAT.]
[rnd-6_family-6826,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1541,DNA,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.]
[rnd-6_family-3401,LTR/Copia,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1345,DNA,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.]
[rnd-6_family-1804,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-4685,LTR/ERV1,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1347,LINE/RTE-RTE,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-5420,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-6844,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-693,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-3284,LINE/L1-Tx1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGAAC.]
[rnd-6_family-2122,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-1197,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-]
[rnd-6_family-5307,LINE/CR1,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TGA.]
