Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-5_family-5055,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),No TSD consensus. Maximum TSD length is 2.
rnd-5_family-5218,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2887,DNA/hAT-Tip100,C(T-> ii),SC(T-> helitron),SF(),No TSD consensus. Maximum TSD length is 12.
rnd-5_family-62,LTR/Copia,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.TIR consensus length is 56.
rnd-5_family-1192,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-8576,DNA/CMC-Chapaev-3,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 51.
rnd-5_family-280,LTR/DIRS,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-2492,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.
rnd-5_family-3713,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-5_family-2499,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 528.
rnd-5_family-2290,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-7712,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.
rnd-5_family-6878,LTR/ERVK,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 30.
rnd-5_family-544,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4037,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3650,Unknown,C(T-> i S_SSR-> i),SC(T-> non-ltr retrotransposon penelope S_SSR-> non-ltr retrotransposon),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 9.Short sequence repeated is TT.
rnd-5_family-4662,LTR/Copia,C(T-> ii),SC(T-> helitron),SF(),TSD consensus length is 10.
rnd-5_family-3989,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4779,LINE/L1,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-14448,DNA/Sola,C(S_LTR-> i),SC(S_LTR-> ltr retrotransposon),SF(),Terminal Repeat consensus length is 125.
rnd-5_family-302,DNA/Sola,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 34.
rnd-5_family-4124,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-11659,LINE/RTE-BovB,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-2523,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2457,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-6336,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.
rnd-5_family-484,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4066,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTGA.
rnd-5_family-8649,DNA,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 12.
rnd-5_family-3576,DNA/hAT,C(S_TIR-> ii T-> ii S_SSR-> i),SC(S_TIR-> dna transposon T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(T-> is256/mutator/fb),TSD consensus length is 11.TIR consensus length is 61.Short sequence repeated is NNNNN.
rnd-5_family-2854,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1783,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3117,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-5_family-1039,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 35.
rnd-5_family-643,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-2602,LINE/L2,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> unknown),TSD consensus length is 6.TIR consensus length is 26.
rnd-5_family-5519,LTR/Pao,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 42.
rnd-5_family-687,LTR,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-7768,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-6356,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-5_family-2605,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-11037,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-5_family-160,LTR/Gypsy,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-178,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1587,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is ATT.
rnd-5_family-555,LINE/Jockey,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 16.
rnd-5_family-5021,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 63.
rnd-5_family-9410,LTR/ERVK,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-1283,DNA,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTTTT.
rnd-5_family-529,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-290,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-5_family-4768,Unknown,C(T-> ii S_SSR-> i),SC(T-> helitron S_SSR-> non-ltr retrotransposon),SF(),Palindrome length is 12.Short sequence repeated is GG.
rnd-5_family-2918,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 506.
rnd-5_family-3109,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6212,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AACA.
rnd-5_family-1241,LINE,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-7486,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 34.
rnd-5_family-4207,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-751,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-1955,SINE/MIR,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 12.
rnd-5_family-1633,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-2370,LTR/Gypsy,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.
rnd-5_family-3394,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-3992,Simple_repeat,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is GGCTA.
rnd-5_family-1521,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-4862,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-5_family-6464,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-655,Unknown,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 22.
rnd-6_family-614,DNA/Sola,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 242.
rnd-6_family-804,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1221,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 17.
rnd-6_family-1253,LTR/ERV1,C(S_LTR-> i),SC(S_LTR-> Short Terminal Repeat),SF(),Terminal Repeat consensus length is 8.
rnd-6_family-6610,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.
rnd-6_family-767,DNA/TcMar-Mariner,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
rnd-6_family-829,Satellite,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 254.
rnd-6_family-1200,DNA/hAT-Charlie,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 36.
rnd-6_family-5752,DNA/hAT-Ac,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AGA.
rnd-6_family-667,LINE/RTE-BovB,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-2254,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1721,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 41.
rnd-6_family-999,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-371,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5737,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 62.
rnd-6_family-8168,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 52.
rnd-6_family-1437,DNA/TcMar-Tc1,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-4109,DNA/CMC-Chapaev-3,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-4930,LTR/Pao,C(T-> ii),SC(T-> helitron),SF(),TSD consensus length is 2.
rnd-6_family-2492,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 53.
rnd-6_family-2184,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 30.
rnd-6_family-2795,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 29.
rnd-6_family-1801,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 37.
rnd-6_family-1571,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-6_family-926,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-8015,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(),-
rnd-6_family-9124,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 67.
rnd-6_family-4169,LTR/ERV4,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 67.
rnd-6_family-7094,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2301,LTR,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 30.
rnd-6_family-2357,DNA,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-906,DNA/PIF-Harbinger,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.
rnd-6_family-327,DNA/MULE-MuDR,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-6_family-1135,Satellite,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-2877,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 26.
rnd-6_family-3120,DNA/Academ,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-1841,DNA/hAT-Ac,C(S_TIR-> ii S_SSR-> i),SC(S_TIR-> dna transposon S_SSR-> non-ltr retrotransposon),SF(),TIR consensus length is 39.Short sequence repeated is AC.
rnd-6_family-574,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 85.
rnd-6_family-12430,LTR/Copia,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 60.
rnd-6_family-19,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-6_family-1202,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-6_family-8550,DNA/CMC-EnSpm,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 33.
rnd-6_family-6130,LINE/L1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 17.
rnd-6_family-525,LINE/RTE-X,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 67.
rnd-6_family-997,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 28.
rnd-6_family-2344,LINE/RTE-RTE,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-8191,LTR/Copia,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAG.
rnd-6_family-4086,Unknown,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is NNNNN.
rnd-6_family-4809,DNA/Crypton-V,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-6_family-1312,Simple_repeat,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-6_family-7798,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 51.
rnd-6_family-1092,LTR/Gypsy,C(T-> ii),SC(T-> helitron),SF(),Palindrome length is 12.
rnd-6_family-7888,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-504,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 17.
rnd-6_family-3666,DNA/hAT-Tip100,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-4501,SINE/MIR,C(T-> ii S_SSR-> i),SC(T-> dna transposon S_SSR-> non-ltr retrotransposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.Short sequence repeated is TTA.
rnd-6_family-407,LINE/CR1-Zenon,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1465,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-6_family-6262,RC/Helitron,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 6.
rnd-6_family-95,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TA.
rnd-6_family-1544,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3243,LINE/L2,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTA.
rnd-6_family-5321,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-6_family-4777,LINE/RTE-X,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4423,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 24.
rnd-6_family-1074,RC/Helitron,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 53.
rnd-6_family-3064,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-885,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 116.
rnd-6_family-330,LINE/L2,C(S_SSR-> i),SC(H-> non-ltr retrotransposon S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTGTA.
rnd-6_family-2126,LTR/ERV1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 19.
rnd-6_family-1311,LINE/Rex-Babar,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-489,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(H-> gypsy),-
rnd-6_family-3092,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2410,LTR/Copia,C(T-> i),SC(T-> non-ltr retrotransposon penelope),SF(T-> line/sine),No TSD consensus. Maximum TSD length is 7.
rnd-6_family-5002,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-965,LINE/R2-Hero,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4735,DNA/MuLE-MuDR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is AAAAA.
rnd-6_family-6176,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-2781,DNA/MULE-NOF,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 118.
rnd-6_family-3900,LINE/R2-Hero,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-3052,DNA,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.
rnd-6_family-450,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-1436,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5186,DNA/Zator,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 72.
rnd-6_family-1780,LTR/Gypsy,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 27.
rnd-6_family-8969,DNA/TcMar-Fot1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 23.
rnd-6_family-6751,SINE/MIR,C(S_SSR-> i),SC(S_SSR-> non-ltr retrotransposon),SF(),Short sequence repeated is TTA.
rnd-6_family-718,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-55,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 20.
rnd-6_family-715,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-282,Unknown,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 40.
rnd-6_family-506,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-11215,DNA/MuLE-MuDR,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-1435,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-8139,LINE/CR1-Zenon,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-4657,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.
rnd-6_family-454,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-966,LTR,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-53,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5090,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2065,DNA/Sola,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 36.
rnd-6_family-1449,LINE/RTE-BovB,C(T-> ii),SC(H-> non-ltr retrotransposon T-> helitron),SF(),Palindrome length is 10.
rnd-6_family-4926,LTR/Copia,C(S_TIR-> ii T-> ii),SC(S_TIR-> dna transposon T-> dna transposon),SF(T-> transib),TSD consensus length is 5.TIR consensus length is 39.
rnd-6_family-1481,LINE/L2,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-6_family-575,LINE/CR1,C(S_TIR-> ii),SC(S_TIR-> dna transposon),SF(),TIR consensus length is 45.
rnd-6_family-1038,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-5004,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-1039,LTR/DIRS,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-6_family-2870,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-6_family-3472,LINE/CR1-Zenon,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-256,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-859,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-476,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-6_family-2940,DNA/PIF-HarbS,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-6_family-527,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
